px_code,trial,item,lifetime,tense,congruence,region,region_text,gaze,rpd,tt,first_fix,reg_in,reg_out,rt_ms,rating,bio,critical
P678,140,36,dead,SF,-CON,verb+1,prominent,242,242,242,242,0,0,1489,1,Billie Holiday was an American singer. She died in New York.,"She will release prominent albums in the future, so it's said."
P678,140,36,dead,SF,-CON,verb+2,albums,NA,NA,NA,0,0,0,1489,1,Billie Holiday was an American singer. She died in New York.,"She will release prominent albums in the future, so it's said."
P678,140,36,dead,SF,-CON,verb+3,in the future,294,294,294,139,0,0,1489,1,Billie Holiday was an American singer. She died in New York.,"She will release prominent albums in the future, so it's said."
P678,140,36,dead,SF,-CON,verb+4,so it's said.,243,243,243,115,0,0,1489,1,Billie Holiday was an American singer. She died in New York.,"She will release prominent albums in the future, so it's said."
P678,143,73,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,4295,7,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P678,143,73,living,PP,+CON,verb,has worked,NA,NA,NA,0,0,0,4295,7,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P678,143,73,living,PP,+CON,verb+1,with well-known,326,326,724,326,1,0,4295,7,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P678,143,73,living,PP,+CON,verb+2,campaign managers,441,441,1696,214,1,0,4295,7,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P678,143,73,living,PP,+CON,verb+3,in the past,339,2209,556,217,0,1,4295,7,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P678,143,73,living,PP,+CON,verb+4,apparently.,143,143,143,143,0,0,4295,7,Marine Le Pen is a French politician. She lives in Paris.,"She has worked with well-known campaign managers in the past, apparently."
P678,146,50,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2984,6,Richard Griffiths was a British actor. He died in Warwickshire.,"He has starred in notable television shows in the past, no doubt."
P678,146,50,dead,PP,-CON,verb,has starred,304,304,737,167,1,0,2984,6,Richard Griffiths was a British actor. He died in Warwickshire.,"He has starred in notable television shows in the past, no doubt."
P678,146,50,dead,PP,-CON,verb+1,in notable,247,247,247,247,0,0,2984,6,Richard Griffiths was a British actor. He died in Warwickshire.,"He has starred in notable television shows in the past, no doubt."
P678,146,50,dead,PP,-CON,verb+2,television shows,419,419,626,159,1,0,2984,6,Richard Griffiths was a British actor. He died in Warwickshire.,"He has starred in notable television shows in the past, no doubt."
P678,146,50,dead,PP,-CON,verb+3,in the past,233,233,461,146,0,0,2984,6,Richard Griffiths was a British actor. He died in Warwickshire.,"He has starred in notable television shows in the past, no doubt."
P678,146,50,dead,PP,-CON,verb+4,no doubt.,128,1220,352,128,0,1,2984,6,Richard Griffiths was a British actor. He died in Warwickshire.,"He has starred in notable television shows in the past, no doubt."
P678,148,59,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,2138,3,Malcolm Gladwell is a Canadian author. He lives in New York.,"He will win prestigious literary awards in the future, no doubt."
P678,148,59,living,SF,+CON,verb,will win,172,172,172,172,0,0,2138,3,Malcolm Gladwell is a Canadian author. He lives in New York.,"He will win prestigious literary awards in the future, no doubt."
P678,148,59,living,SF,+CON,verb+1,prestigious,179,179,179,179,0,0,2138,3,Malcolm Gladwell is a Canadian author. He lives in New York.,"He will win prestigious literary awards in the future, no doubt."
P678,148,59,living,SF,+CON,verb+2,literary awards,321,321,844,154,1,0,2138,3,Malcolm Gladwell is a Canadian author. He lives in New York.,"He will win prestigious literary awards in the future, no doubt."
P678,148,59,living,SF,+CON,verb+3,in the future,250,773,375,250,1,1,2138,3,Malcolm Gladwell is a Canadian author. He lives in New York.,"He will win prestigious literary awards in the future, no doubt."
P678,148,59,living,SF,+CON,verb+4,no doubt.,127,252,127,127,0,1,2138,3,Malcolm Gladwell is a Canadian author. He lives in New York.,"He will win prestigious literary awards in the future, no doubt."
P678,151,8,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,1786,1,Bruce Lee was a Chinese-American actor. He died in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P678,151,8,dead,SF,-CON,verb,will appear,310,310,310,153,0,0,1786,1,Bruce Lee was a Chinese-American actor. He died in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P678,151,8,dead,SF,-CON,verb+1,in numerous,NA,NA,NA,0,0,0,1786,1,Bruce Lee was a Chinese-American actor. He died in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P678,151,8,dead,SF,-CON,verb+2,kung-fu movies,322,322,322,194,0,0,1786,1,Bruce Lee was a Chinese-American actor. He died in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P678,151,8,dead,SF,-CON,verb+3,in the future,301,301,301,219,1,0,1786,1,Bruce Lee was a Chinese-American actor. He died in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P678,151,8,dead,SF,-CON,verb+4,supposedly.,147,584,283,147,0,1,1786,1,Bruce Lee was a Chinese-American actor. He died in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P678,153,75,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,1389,7,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P678,153,75,living,SF,+CON,verb,will work,205,205,205,205,0,0,1389,7,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P678,153,75,living,SF,+CON,verb+1,with well-known,361,361,361,154,0,0,1389,7,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P678,153,75,living,SF,+CON,verb+2,rappers,191,191,191,191,0,0,1389,7,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P678,153,75,living,SF,+CON,verb+3,in the future,178,178,178,178,0,0,1389,7,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P678,153,75,living,SF,+CON,verb+4,apparently.,116,116,116,116,0,0,1389,7,Kanye West is an American rapper. He lives in Los Angeles.,"He will work with well-known rappers in the future, apparently."
P678,156,31,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,1903,7,Malala is a Pakistani activist. She lives in Birmingham.,"She will receive prestigious activism awards in the future, so it's said."
P678,156,31,living,SF,+CON,verb,will receive,381,381,381,232,0,0,1903,7,Malala is a Pakistani activist. She lives in Birmingham.,"She will receive prestigious activism awards in the future, so it's said."
P678,156,31,living,SF,+CON,verb+1,prestigious,175,175,175,175,0,0,1903,7,Malala is a Pakistani activist. She lives in Birmingham.,"She will receive prestigious activism awards in the future, so it's said."
P678,156,31,living,SF,+CON,verb+2,activism awards,210,210,306,210,1,0,1903,7,Malala is a Pakistani activist. She lives in Birmingham.,"She will receive prestigious activism awards in the future, so it's said."
P678,156,31,living,SF,+CON,verb+3,in the future,283,573,477,283,0,1,1903,7,Malala is a Pakistani activist. She lives in Birmingham.,"She will receive prestigious activism awards in the future, so it's said."
P678,156,31,living,SF,+CON,verb+4,so it's said.,367,367,367,208,0,0,1903,7,Malala is a Pakistani activist. She lives in Birmingham.,"She will receive prestigious activism awards in the future, so it's said."
P678,159,34,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,1643,7,Billy Wilder was an American director. He died in Beverley Hills.,"He has released prominent classics in the past, so it's said."
P678,159,34,dead,PP,-CON,verb,has released,350,350,528,187,1,0,1643,7,Billy Wilder was an American director. He died in Beverley Hills.,"He has released prominent classics in the past, so it's said."
P678,159,34,dead,PP,-CON,verb+1,prominent,267,445,267,267,0,1,1643,7,Billy Wilder was an American director. He died in Beverley Hills.,"He has released prominent classics in the past, so it's said."
P678,159,34,dead,PP,-CON,verb+2,classics,154,154,154,154,0,0,1643,7,Billy Wilder was an American director. He died in Beverley Hills.,"He has released prominent classics in the past, so it's said."
P678,159,34,dead,PP,-CON,verb+3,in the past,204,204,204,204,0,0,1643,7,Billy Wilder was an American director. He died in Beverley Hills.,"He has released prominent classics in the past, so it's said."
P678,159,34,dead,PP,-CON,verb+4,so it's said.,95,95,95,95,0,0,1643,7,Billy Wilder was an American director. He died in Beverley Hills.,"He has released prominent classics in the past, so it's said."
P678,161,20,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,1567,1,Kurt Cobain was an American singer. He died in Seattle.,"He will play in notable rock bands in the future, supposedly."
P678,161,20,dead,SF,-CON,verb,will play,252,252,252,252,0,0,1567,1,Kurt Cobain was an American singer. He died in Seattle.,"He will play in notable rock bands in the future, supposedly."
P678,161,20,dead,SF,-CON,verb+1,in notable,307,307,307,149,0,0,1567,1,Kurt Cobain was an American singer. He died in Seattle.,"He will play in notable rock bands in the future, supposedly."
P678,161,20,dead,SF,-CON,verb+2,rock bands,130,130,130,130,0,0,1567,1,Kurt Cobain was an American singer. He died in Seattle.,"He will play in notable rock bands in the future, supposedly."
P678,161,20,dead,SF,-CON,verb+3,in the future,148,148,148,148,0,0,1567,1,Kurt Cobain was an American singer. He died in Seattle.,"He will play in notable rock bands in the future, supposedly."
P678,161,20,dead,SF,-CON,verb+4,supposedly.,364,364,364,138,0,0,1567,1,Kurt Cobain was an American singer. He died in Seattle.,"He will play in notable rock bands in the future, supposedly."
P678,164,54,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2464,7,Alan Rickman was a British actor. He died in London.,"He has starred in well-received dramas in the past, no doubt."
P678,164,54,dead,PP,-CON,verb,has starred,309,309,309,178,0,0,2464,7,Alan Rickman was a British actor. He died in London.,"He has starred in well-received dramas in the past, no doubt."
P678,164,54,dead,PP,-CON,verb+1,in well-received,327,327,866,159,1,0,2464,7,Alan Rickman was a British actor. He died in London.,"He has starred in well-received dramas in the past, no doubt."
P678,164,54,dead,PP,-CON,verb+2,dramas,NA,NA,NA,0,0,0,2464,7,Alan Rickman was a British actor. He died in London.,"He has starred in well-received dramas in the past, no doubt."
P678,164,54,dead,PP,-CON,verb+3,in the past,155,155,492,155,1,0,2464,7,Alan Rickman was a British actor. He died in London.,"He has starred in well-received dramas in the past, no doubt."
P678,164,54,dead,PP,-CON,verb+4,no doubt.,91,1195,319,91,0,1,2464,7,Alan Rickman was a British actor. He died in London.,"He has starred in well-received dramas in the past, no doubt."
P678,166,37,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,2760,7,Noam Chomsky is an American academic. He lives in Arizona.,"He has released critically acclaimed lecture series in the past, so it's said."
P678,166,37,living,PP,+CON,verb,has released,338,338,338,190,0,0,2760,7,Noam Chomsky is an American academic. He lives in Arizona.,"He has released critically acclaimed lecture series in the past, so it's said."
P678,166,37,living,PP,+CON,verb+1,critically acclaimed,443,443,857,220,1,0,2760,7,Noam Chomsky is an American academic. He lives in Arizona.,"He has released critically acclaimed lecture series in the past, so it's said."
P678,166,37,living,PP,+CON,verb+2,lecture series,163,163,448,163,1,0,2760,7,Noam Chomsky is an American academic. He lives in Arizona.,"He has released critically acclaimed lecture series in the past, so it's said."
P678,166,37,living,PP,+CON,verb+3,in the past,346,1045,346,188,0,1,2760,7,Noam Chomsky is an American academic. He lives in Arizona.,"He has released critically acclaimed lecture series in the past, so it's said."
P678,166,37,living,PP,+CON,verb+4,so it's said.,365,365,365,234,0,0,2760,7,Noam Chomsky is an American academic. He lives in Arizona.,"He has released critically acclaimed lecture series in the past, so it's said."
P678,169,42,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,1757,7,Mark Twain was an American author. He died in Connecticut.,"He has sold well-received novels in the past, no doubt."
P678,169,42,dead,PP,-CON,verb,has sold,417,417,417,201,0,0,1757,7,Mark Twain was an American author. He died in Connecticut.,"He has sold well-received novels in the past, no doubt."
P678,169,42,dead,PP,-CON,verb+1,well-received,314,314,314,181,0,0,1757,7,Mark Twain was an American author. He died in Connecticut.,"He has sold well-received novels in the past, no doubt."
P678,169,42,dead,PP,-CON,verb+2,novels,NA,NA,NA,0,0,0,1757,7,Mark Twain was an American author. He died in Connecticut.,"He has sold well-received novels in the past, no doubt."
P678,169,42,dead,PP,-CON,verb+3,in the past,393,393,393,166,0,0,1757,7,Mark Twain was an American author. He died in Connecticut.,"He has sold well-received novels in the past, no doubt."
P678,169,42,dead,PP,-CON,verb+4,no doubt.,248,248,248,248,0,0,1757,7,Mark Twain was an American author. He died in Connecticut.,"He has sold well-received novels in the past, no doubt."
P678,172,61,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,2611,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
P678,172,61,living,PP,+CON,verb,has won,195,195,195,195,0,0,2611,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
P678,172,61,living,PP,+CON,verb+1,prestigious,201,201,546,201,1,0,2611,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
P678,172,61,living,PP,+CON,verb+2,accolades,423,974,782,423,1,1,2611,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
P678,172,61,living,PP,+CON,verb+3,in the past,167,320,167,167,0,1,2611,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
P678,172,61,living,PP,+CON,verb+4,apparently.,378,378,378,378,0,0,2611,7,Dame Judy Dench is a British actor. She lives in London.,"She has won prestigious accolades in the past, apparently."
P678,174,28,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,2252,1,Sir Christopher Lee was a British actor. He died in London.,"He will receive prestigious acting awards in the future, so it's said."
P678,174,28,dead,SF,-CON,verb,will receive,153,153,153,153,0,0,2252,1,Sir Christopher Lee was a British actor. He died in London.,"He will receive prestigious acting awards in the future, so it's said."
P678,174,28,dead,SF,-CON,verb+1,prestigious,222,222,465,222,1,0,2252,1,Sir Christopher Lee was a British actor. He died in London.,"He will receive prestigious acting awards in the future, so it's said."
P678,174,28,dead,SF,-CON,verb+2,acting awards,195,195,776,195,0,0,2252,1,Sir Christopher Lee was a British actor. He died in London.,"He will receive prestigious acting awards in the future, so it's said."
P678,174,28,dead,SF,-CON,verb+3,in the future,327,1151,327,218,0,1,2252,1,Sir Christopher Lee was a British actor. He died in London.,"He will receive prestigious acting awards in the future, so it's said."
P678,174,28,dead,SF,-CON,verb+4,so it's said.,NA,NA,NA,0,0,0,2252,1,Sir Christopher Lee was a British actor. He died in London.,"He will receive prestigious acting awards in the future, so it's said."
P678,177,45,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,1615,7,Kendrick Lamar is an American singer. He lives in Los Angeles.,"He has sold popular records in the past, no doubt."
P678,177,45,living,PP,+CON,verb,has sold,200,200,453,200,1,0,1615,7,Kendrick Lamar is an American singer. He lives in Los Angeles.,"He has sold popular records in the past, no doubt."
P678,177,45,living,PP,+CON,verb+1,popular,NA,NA,NA,0,0,0,1615,7,Kendrick Lamar is an American singer. He lives in Los Angeles.,"He has sold popular records in the past, no doubt."
P678,177,45,living,PP,+CON,verb+2,records,130,130,130,130,0,0,1615,7,Kendrick Lamar is an American singer. He lives in Los Angeles.,"He has sold popular records in the past, no doubt."
P678,177,45,living,PP,+CON,verb+3,in the past,560,560,560,159,0,0,1615,7,Kendrick Lamar is an American singer. He lives in Los Angeles.,"He has sold popular records in the past, no doubt."
P678,177,45,living,PP,+CON,verb+4,no doubt.,138,391,138,138,0,1,1615,7,Kendrick Lamar is an American singer. He lives in Los Angeles.,"He has sold popular records in the past, no doubt."
P678,179,70,dead,PP,-CON,verb-1,She,NA,NA,NA,0,0,0,1841,7,Dolores O'Riordan was an Irish singer. She died in London.,"She has written popular hit songs in the past, apparently."
P678,179,70,dead,PP,-CON,verb,has written,233,233,644,233,1,0,1841,7,Dolores O'Riordan was an Irish singer. She died in London.,"She has written popular hit songs in the past, apparently."
P678,179,70,dead,PP,-CON,verb+1,popular,181,181,355,181,0,0,1841,7,Dolores O'Riordan was an Irish singer. She died in London.,"She has written popular hit songs in the past, apparently."
P678,179,70,dead,PP,-CON,verb+2,hit songs,163,163,163,163,0,0,1841,7,Dolores O'Riordan was an Irish singer. She died in London.,"She has written popular hit songs in the past, apparently."
P678,179,70,dead,PP,-CON,verb+3,in the past,359,944,359,241,0,1,1841,7,Dolores O'Riordan was an Irish singer. She died in London.,"She has written popular hit songs in the past, apparently."
P678,179,70,dead,PP,-CON,verb+4,apparently.,NA,NA,NA,0,0,0,1841,7,Dolores O'Riordan was an Irish singer. She died in London.,"She has written popular hit songs in the past, apparently."
P678,182,3,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,1590,7,Shakira is a Colombian singer. She lives in Barcelona.,"She will appear in popular music videos in the future, supposedly."
P678,182,3,living,SF,+CON,verb,will appear,379,379,379,186,0,0,1590,7,Shakira is a Colombian singer. She lives in Barcelona.,"She will appear in popular music videos in the future, supposedly."
P678,182,3,living,SF,+CON,verb+1,in popular,163,163,163,163,0,0,1590,7,Shakira is a Colombian singer. She lives in Barcelona.,"She will appear in popular music videos in the future, supposedly."
P678,182,3,living,SF,+CON,verb+2,music videos,177,177,177,177,0,0,1590,7,Shakira is a Colombian singer. She lives in Barcelona.,"She will appear in popular music videos in the future, supposedly."
P678,182,3,living,SF,+CON,verb+3,in the future,316,316,316,203,0,0,1590,7,Shakira is a Colombian singer. She lives in Barcelona.,"She will appear in popular music videos in the future, supposedly."
P678,182,3,living,SF,+CON,verb+4,supposedly.,NA,NA,NA,0,0,0,1590,7,Shakira is a Colombian singer. She lives in Barcelona.,"She will appear in popular music videos in the future, supposedly."
P678,185,67,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,3947,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P678,185,67,living,SF,+CON,verb,will write,219,219,1007,219,1,0,3947,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P678,185,67,living,SF,+CON,verb+1,well-known,157,157,1113,157,1,0,3947,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P678,185,67,living,SF,+CON,verb+2,film scripts,135,135,331,135,1,0,3947,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P678,185,67,living,SF,+CON,verb+3,in the future,451,451,451,148,0,0,3947,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P678,185,67,living,SF,+CON,verb+4,apparently.,111,2344,404,111,0,1,3947,6,Christopher Nolan is a British-American director. He lives in Los Angeles.,"He will write well-known film scripts in the future, apparently."
P678,187,76,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,1667,1,Winston Churchill was a British politician. He died in London.,"He will work with important world leaders in the future, apparently."
P678,187,76,dead,SF,-CON,verb,will work,204,204,204,204,0,0,1667,1,Winston Churchill was a British politician. He died in London.,"He will work with important world leaders in the future, apparently."
P678,187,76,dead,SF,-CON,verb+1,with important,315,315,315,143,0,0,1667,1,Winston Churchill was a British politician. He died in London.,"He will work with important world leaders in the future, apparently."
P678,187,76,dead,SF,-CON,verb+2,world leaders,206,206,206,206,0,0,1667,1,Winston Churchill was a British politician. He died in London.,"He will work with important world leaders in the future, apparently."
P678,187,76,dead,SF,-CON,verb+3,in the future,133,133,133,133,1,0,1667,1,Winston Churchill was a British politician. He died in London.,"He will work with important world leaders in the future, apparently."
P678,187,76,dead,SF,-CON,verb+4,apparently.,212,429,296,212,0,1,1667,1,Winston Churchill was a British politician. He died in London.,"He will work with important world leaders in the future, apparently."
P678,190,1,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,1650,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P678,190,1,living,PP,+CON,verb,has appeared,322,322,322,175,0,0,1650,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P678,190,1,living,PP,+CON,verb+1,in numerous,223,223,223,223,0,0,1650,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P678,190,1,living,PP,+CON,verb+2,blockbusters,320,320,320,320,0,0,1650,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P678,190,1,living,PP,+CON,verb+3,in the past,249,249,249,249,0,0,1650,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P678,190,1,living,PP,+CON,verb+4,supposedly.,125,125,125,125,0,0,1650,7,Eddie Redmayne is a British actor. He lives in London.,"He has appeared in numerous blockbusters in the past, supposedly."
P678,192,23,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,1794,7,Janet Jackson is an American singer. She lives in Los Angeles.,"She will play in numerous packed arenas in the future, so it's said."
P678,192,23,living,SF,+CON,verb,will play,390,390,390,224,0,0,1794,7,Janet Jackson is an American singer. She lives in Los Angeles.,"She will play in numerous packed arenas in the future, so it's said."
P678,192,23,living,SF,+CON,verb+1,in numerous,201,201,201,201,0,0,1794,7,Janet Jackson is an American singer. She lives in Los Angeles.,"She will play in numerous packed arenas in the future, so it's said."
P678,192,23,living,SF,+CON,verb+2,packed arenas,390,390,390,203,0,0,1794,7,Janet Jackson is an American singer. She lives in Los Angeles.,"She will play in numerous packed arenas in the future, so it's said."
P678,192,23,living,SF,+CON,verb+3,in the future,121,121,121,121,0,0,1794,7,Janet Jackson is an American singer. She lives in Los Angeles.,"She will play in numerous packed arenas in the future, so it's said."
P678,192,23,living,SF,+CON,verb+4,so it's said.,358,358,358,358,0,0,1794,7,Janet Jackson is an American singer. She lives in Los Angeles.,"She will play in numerous packed arenas in the future, so it's said."
P678,195,53,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,4692,7,Jim Carrey is a Canadian-American actor. He lives in Los Angeles.,"He has starred in numerous stand-up specials in the past, no doubt."
P678,195,53,living,PP,+CON,verb,has starred,315,315,1307,139,1,0,4692,7,Jim Carrey is a Canadian-American actor. He lives in Los Angeles.,"He has starred in numerous stand-up specials in the past, no doubt."
P678,195,53,living,PP,+CON,verb+1,in numerous,149,745,981,149,1,1,4692,7,Jim Carrey is a Canadian-American actor. He lives in Los Angeles.,"He has starred in numerous stand-up specials in the past, no doubt."
P678,195,53,living,PP,+CON,verb+2,stand-up specials,557,557,724,319,0,0,4692,7,Jim Carrey is a Canadian-American actor. He lives in Los Angeles.,"He has starred in numerous stand-up specials in the past, no doubt."
P678,195,53,living,PP,+CON,verb+3,in the past,335,335,520,210,0,0,4692,7,Jim Carrey is a Canadian-American actor. He lives in Los Angeles.,"He has starred in numerous stand-up specials in the past, no doubt."
P678,195,53,living,PP,+CON,verb+4,no doubt.,394,2135,555,394,0,1,4692,7,Jim Carrey is a Canadian-American actor. He lives in Los Angeles.,"He has starred in numerous stand-up specials in the past, no doubt."
P678,198,15,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,2672,7,Jennifer Lawrence is an American actor. She lives in Los Angeles.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P678,198,15,living,SF,+CON,verb,will perform,530,530,646,199,1,0,2672,7,Jennifer Lawrence is an American actor. She lives in Los Angeles.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P678,198,15,living,SF,+CON,verb+1,in critically acclaimed,536,536,866,221,0,0,2672,7,Jennifer Lawrence is an American actor. She lives in Los Angeles.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P678,198,15,living,SF,+CON,verb+2,Hollywood productions,208,208,208,208,0,0,2672,7,Jennifer Lawrence is an American actor. She lives in Los Angeles.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P678,198,15,living,SF,+CON,verb+3,in the future,269,715,269,149,0,1,2672,7,Jennifer Lawrence is an American actor. She lives in Los Angeles.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P678,198,15,living,SF,+CON,verb+4,supposedly.,NA,NA,NA,0,0,0,2672,7,Jennifer Lawrence is an American actor. She lives in Los Angeles.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P678,200,39,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,2993,7,J.K. Rowling is a British author. She lives in Scotland.,"She will release critically acclaimed novels in the future, so it's said."
P678,200,39,living,SF,+CON,verb,will release,341,341,945,208,1,0,2993,7,J.K. Rowling is a British author. She lives in Scotland.,"She will release critically acclaimed novels in the future, so it's said."
P678,200,39,living,SF,+CON,verb+1,critically acclaimed,329,329,689,185,1,0,2993,7,J.K. Rowling is a British author. She lives in Scotland.,"She will release critically acclaimed novels in the future, so it's said."
P678,200,39,living,SF,+CON,verb+2,novels,155,155,155,155,0,0,2993,7,J.K. Rowling is a British author. She lives in Scotland.,"She will release critically acclaimed novels in the future, so it's said."
P678,200,39,living,SF,+CON,verb+3,in the future,378,674,378,183,0,1,2993,7,J.K. Rowling is a British author. She lives in Scotland.,"She will release critically acclaimed novels in the future, so it's said."
P678,200,39,living,SF,+CON,verb+4,so it's said.,258,1081,258,134,0,1,2993,7,J.K. Rowling is a British author. She lives in Scotland.,"She will release critically acclaimed novels in the future, so it's said."
P678,203,66,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,1558,6,Martin Luther King Jr. was an American author. He died in Tennessee.,"He has written well-known speeches in the past, apparently."
P678,203,66,dead,PP,-CON,verb,has written,303,303,303,169,0,0,1558,6,Martin Luther King Jr. was an American author. He died in Tennessee.,"He has written well-known speeches in the past, apparently."
P678,203,66,dead,PP,-CON,verb+1,well-known,226,226,226,226,0,0,1558,6,Martin Luther King Jr. was an American author. He died in Tennessee.,"He has written well-known speeches in the past, apparently."
P678,203,66,dead,PP,-CON,verb+2,speeches,264,264,264,264,0,0,1558,6,Martin Luther King Jr. was an American author. He died in Tennessee.,"He has written well-known speeches in the past, apparently."
P678,203,66,dead,PP,-CON,verb+3,in the past,325,325,325,211,0,0,1558,6,Martin Luther King Jr. was an American author. He died in Tennessee.,"He has written well-known speeches in the past, apparently."
P678,203,66,dead,PP,-CON,verb+4,apparently.,140,140,140,140,0,0,1558,6,Martin Luther King Jr. was an American author. He died in Tennessee.,"He has written well-known speeches in the past, apparently."
P678,205,35,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,2546,7,Meryl Streep is an American actor. She lives in Conneticut.,"She will release well-received movies in the future, so it's said."
P678,205,35,living,SF,+CON,verb,will release,219,219,326,88,1,0,2546,7,Meryl Streep is an American actor. She lives in Conneticut.,"She will release well-received movies in the future, so it's said."
P678,205,35,living,SF,+CON,verb+1,well-received,215,215,381,215,1,0,2546,7,Meryl Streep is an American actor. She lives in Conneticut.,"She will release well-received movies in the future, so it's said."
P678,205,35,living,SF,+CON,verb+2,movies,227,227,394,227,1,0,2546,7,Meryl Streep is an American actor. She lives in Conneticut.,"She will release well-received movies in the future, so it's said."
P678,205,35,living,SF,+CON,verb+3,in the future,186,537,370,186,0,1,2546,7,Meryl Streep is an American actor. She lives in Conneticut.,"She will release well-received movies in the future, so it's said."
P678,205,35,living,SF,+CON,verb+4,so it's said.,143,661,388,143,0,1,2546,7,Meryl Streep is an American actor. She lives in Conneticut.,"She will release well-received movies in the future, so it's said."
P678,208,32,dead,SF,-CON,verb-1,She,NA,NA,NA,0,0,0,2538,1,Grace Kelly was an American actor. She died in Monaco.,"She will receive well-deserved Golden Globes in the future, so it's said."
P678,208,32,dead,SF,-CON,verb,will receive,291,291,509,160,1,0,2538,1,Grace Kelly was an American actor. She died in Monaco.,"She will receive well-deserved Golden Globes in the future, so it's said."
